Number,Name,Gender,Birth,Breed,ZipCode,IssuedDate,ExpiredDate
142974,DIVA,F,2014,American Pit Bull Terrier/Pit Bull,11365,2/7/2017,2/7/2018
259194,NAME,M,2017,Maltipoo,11219,2/24/2018,2/24/2019
43157,RUBY,F,2011,Havanese,11209,3/15/2016,4/17/2017
239184,PANDA,F,2005,Pomeranian,11221,9/11/2017,7/30/2018
123641,NALA,F,2014,Golden Retriever,10028,8/5/2016,9/8/2021
38103,ROGER,M,2014,Dachshund Smooth Coat Miniature,10019,2/15/2016,7/9/2016
219818,MOLLY,F,2015,Boxer,10309,3/3/2017,2/23/2018
263856,COOPER,M,2012,Chihuahua Crossbreed,10452,3/19/2018,3/19/2020
250813,POMERANIAN,M,2017,Pomeranian,10004,1/4/2018,1/4/2019
174740,MAX,M,2012,Unknown,10467,7/24/2017,7/8/2018
165979,SAIZO,M,2015,Labrador Retriever Crossbreed,11226,6/12/2017,4/8/2018
45301,NIKKO,M,2008,Shih Tzu,10314,3/26/2016,3/8/2017
41227,THOR,M,2015,Morkie,10040,3/4/2016,3/4/2017
55400,JULY,F,2010,Boxer,11224,5/13/2016,6/10/2017
217116,SISI,F,2008,Shih Tzu,10468,1/26/2017,9/25/2019
32726,LUCA,M,2009,Pomeranian,10012,1/12/2016,3/9/2017
225843,LUCY,F,2014,Chihuahua,10009,5/9/2017,6/15/2018
107562,DASH,M,2014,"Poodle, Miniature",10025,2/7/2016,3/3/2017
120220,MOOSE,M,2008,Dachshund Smooth Coat Miniature,11231,7/2/2016,9/11/2018
269739,BOBBY,M,2017,Shih Tzu,10314,4/22/2018,4/22/2019
3697,DIEFENBAKER,M,2011,Unknown,10014,2/6/2015,2/15/2016
280757,SUGAR,F,2015,Shih Tzu,11217,6/25/2018,6/25/2019
283334,SASHA,F,2006,Unknown,11225,7/12/2018,8/30/2019
102565,PARKER,M,2014,Labrador Retriever Crossbreed,10310,6/15/2015,6/21/2020
91576,FRANKIE,F,2016,Cavalier King Charles Spaniel,10012,11/6/2016,11/6/2017
233008,LUCY,F,2009,Unknown,11109,7/19/2017,4/14/2019
299655,TIGER,F,2007,"Bull Dog, English",11435,10/23/2018,11/5/2019
270502,SARGE,M,2010,Unknown,11214,4/26/2018,6/12/2019
170482,CASEY,F,2009,Shiba Inu,11375,7/4/2017,7/4/2022
168499,FOXY,F,2007,Unknown,11215,6/24/2017,8/3/2018
113361,KOBE,M,2010,Cocker Spaniel,10467,4/15/2016,4/15/2018
254865,LULU,F,2012,Havanese,10025,1/30/2018,2/20/2019
19343,CHARLIE,M,2015,Labrador Retriever Crossbreed,11372,8/5/2015,8/5/2016
63832,LOUIE,M,2012,Pomeranian,11385,6/22/2016,7/19/2017
37859,SAGE,F,2007,Rottweiler,11385,2/13/2016,1/9/2017
135140,BELLA,F,2006,Lhasa Apso,11204,12/5/2016,12/30/2017
20587,HENRY,M,2013,Shiba Inu,10038,8/18/2015,8/17/2016
159182,FESTER,M,2012,"Pointer, German Shorthaired",11363,5/10/2017,5/16/2018
156843,MERCEDES,F,2006,Unknown,11434,4/28/2017,5/14/2018
1562,DEXTER,M,2007,Unknown,10034,1/5/2015,1/7/2016
90299,HERCULES,M,2014,Shih Tzu,10033,10/29/2016,10/29/2017
155462,LILY,F,2010,Belgian Malinois,11209,4/20/2017,4/20/2019
87214,CRUNCH,M,2008,Collie Crossbreed,11414,10/13/2016,10/9/2017
197021,ELECTRA,F,2007,Labrador Retriever Crossbreed,10303,10/31/2017,10/31/2018
56002,SPENSER,M,2011,"Poodle, Toy",10003,5/16/2016,7/12/2017
71701,DAISY,F,2014,Labrador Retriever Crossbreed,10312,7/28/2016,9/8/2017
270597,BARNABY,M,2015,Border Collie Crossbreed,11238,4/26/2018,4/26/2021
88749,SNOW,F,2015,Bichon Frise,11385,10/20/2016,11/21/2017
216408,PUGSLEY,M,2005,Pug,10040,1/16/2017,2/27/2019
277953,LITTLE,M,2013,Yorkshire Terrier,10011,6/7/2018,7/22/2019
148337,LITTLE,F,2008,Unknown,11365,3/10/2017,3/18/2018
253948,KINGSLY,M,2017,Unknown,11207,1/25/2018,1/25/2019
205395,SHERLOCK,M,2017,Australian Shepherd,10312,12/23/2017,12/23/2018
192553,CECELIA,F,2015,Goldendoodle,10034,10/9/2017,10/9/2019
23986,GEORGE,M,2014,Miniature American Shepherd,10280,10/2/2015,10/2/2017
24038,GRIFFIN,M,2011,Beagle Crossbreed,11377,10/3/2015,9/26/2016
125381,BANDIT,M,2005,Labrador Retriever,10028,8/19/2016,8/19/2017
58410,CADBURY,M,2016,Shih Tzu,11373,5/28/2016,5/28/2017
59005,NAME NOT PROVIDED,M,2016,Pomeranian,11368,6/1/2016,6/1/2017
260861,BENTLEY,M,2013,American Pit Bull Terrier/Pit Bull,10465,3/4/2018,2/23/2019
101659,JO,M,2007,Shih Tzu,11211,4/15/2015,4/22/2017
119254,BLUE,M,2012,Unknown,11004,6/21/2016,4/14/2017
302693,BENJI,M,2016,Cavalier King Charles Spaniel,11370,11/13/2018,8/12/2019
227193,DUKE,M,2015,Beagle,10037,5/23/2017,5/9/2018
260763,EMMA,F,2015,Goldendoodle,10017,3/4/2018,3/20/2019
12000,LUX,F,2014,German Shepherd Dog,11236,5/13/2015,5/13/2016
88693,VOLTAIRE,M,2010,"Poodle, Standard",11216,10/20/2016,11/26/2017
28491,UNKNOWN,F,2015,Morkie,11101,11/30/2015,11/30/2016
158895,DEXTER,M,2011,Border Collie,11225,5/9/2017,6/1/2019
94110,SASHA,F,2005,Pomeranian,11421,11/21/2016,11/29/2017
277792,LUNA,F,2010,Boston Terrier,10002,6/7/2018,7/22/2019
179475,CURLY,M,2008,"Poodle, Standard",11427,8/11/2017,7/18/2019
257701,CHEF,M,2017,Terrier mix,10029,2/14/2018,2/14/2019
126871,OSCAR,M,2006,"Bull Dog, French",11249,9/6/2016,8/26/2017
47009,LUCKY,M,2012,Yorkshire Terrier,11229,4/4/2016,4/4/2021
17711,CHIKI,F,2007,Chihuahua,10473,7/19/2015,7/19/2016
274872,BLOSSOM,F,2017,Boxer Crossbreed,10301,5/20/2018,6/12/2023
90944,TULIP,F,2016,Cocker Spaniel Crossbreed,10024,11/2/2016,11/2/2017
90395,KONA,F,2016,Goldendoodle,10128,10/30/2016,10/30/2018
19572,NIKA,F,2015,Cavalier King Charles Spaniel,10016,8/8/2015,8/8/2016
95837,BAILEY,F,2013,Puggle,11104,12/5/2016,11/12/2017
39246,WOLFIE,M,2006,Shih Tzu,10035,2/22/2016,2/3/2017
16885,HAILEY,F,2015,Shih Tzu Crossbreed,11367,7/8/2015,7/8/2016
44532,YOGI,M,2015,Golden Retriever,10003,3/22/2016,3/22/2017
221670,APRIL,F,2017,Yorkshire Terrier,11235,3/26/2017,3/26/2018
75433,ROUGHIE,F,2012,German Shepherd Dog,11104,8/13/2016,7/10/2018
182951,BOO,F,2017,Pomeranian,11223,8/29/2017,8/29/2018
12773,NAME NOT PROVIDED,M,2015,Maltese,11209,5/22/2015,5/22/2016
213036,NOAH,F,2010,"Poodle, Toy",10025,8/21/2016,8/21/2020
201780,SCOUT,F,2016,Chihuahua Crossbreed,11231,11/30/2017,12/18/2018
131731,PASQUALINA,F,2012,Yorkshire Terrier,10309,10/26/2016,10/26/2017
11008,BELLE,F,2005,Maltese,10069,5/4/2015,5/26/2016
95118,CARMELO,M,2012,Unknown,10128,11/30/2016,1/10/2018
108521,COCO,F,2009,"Bull Dog, French",10021,2/19/2016,3/17/2017
292591,SNOWY,F,2013,Maltese Crossbreed,11420,9/7/2018,9/9/2019
201713,CHOLE,F,2005,Labradoodle,11365,11/30/2017,12/30/2018
169034,ANGEL,F,2009,Dachshund,11215,6/27/2017,6/10/2018
218670,BRUNO,M,2016,Labradoodle,10038,2/19/2017,2/19/2018
23899,SCOUT,F,2005,German Shepherd Crossbreed,11209,10/1/2015,9/30/2016
150046,GOODY,M,2005,Unknown,11356,3/20/2017,1/30/2018
17478,ABBEY,F,2009,American Pit Bull Mix / Pit Bull Mix,11218,7/16/2015,8/9/2016
247060,CLEOPATRA,F,2011,Unknown,11372,12/1/2017,1/6/2020
228198,CHARLOT,F,2016,American Bully,10469,6/2/2017,6/2/2018
166525,BETTY,F,2005,Beagle,11201,6/14/2017,5/17/2018
236232,SMOKEY,M,2015,Labrador Retriever,10022,8/14/2017,6/21/2020
25544,BLUE,M,2006,Great Dane,10014,10/21/2015,9/29/2016
33203,SABRINA,F,2006,Boston Terrier,10312,1/14/2016,2/17/2017
175735,CHLOE,F,2009,Boxer,10023,7/27/2017,7/27/2018
15077,BELLA,F,2005,Unknown,11228,6/17/2015,6/29/2018
65883,NAME NOT PROVIDED,M,2016,Yorkshire Terrier,10458,7/1/2016,7/1/2017
170924,HUNTER,M,2016,Rat Terrier,10301,7/6/2017,8/8/2018
10759,IKE,M,2009,"Schnauzer, Miniature",10128,4/30/2015,6/4/2016
74534,BELLA,F,2008,Pug,10461,8/9/2016,9/18/2017
50097,KUMA,F,2006,Rottweiler,11205,4/19/2016,3/27/2017
197901,DANGELO,F,2017,Shih Tzu Crossbreed,10467,11/7/2017,11/7/2018
6970,WINTER,F,2014,American Pit Bull Terrier/Pit Bull,10308,3/23/2015,3/23/2016
268621,COSITA,F,2009,Yorkshire Terrier Crossbreed,10462,4/15/2018,4/15/2019
89181,GABRIEL,M,2016,Pomeranian Crossbreed,10038,10/23/2016,5/31/2018
233743,UNKNOWN,M,2017,Shih Tzu Crossbreed,10002,7/26/2017,7/26/2018
276903,LITTLE,F,2009,Pomeranian,10455,6/2/2018,6/2/2021
8653,BLINKIN,M,2014,American Staffordshire Terrier,11385,4/10/2015,4/10/2016
233724,SAM,F,2014,Brussels Griffon,10010,7/25/2017,7/8/2018
12054,NAME NOT PROVIDED,M,2015,Unknown,11215,5/14/2015,5/14/2016
106220,AXEL,F,2013,American Pit Bull Terrier/Pit Bull,11428,1/15/2016,1/15/2017
151933,SEAMUS,M,2012,Golden Retriever,10024,3/30/2017,3/5/2018
122068,COCO,F,2006,Unknown,11378,7/20/2016,3/29/2017
42274,BABKA,F,2008,Unknown,11375,3/10/2016,4/14/2017
109219,SILLY,F,2010,American Pit Bull Mix / Pit Bull Mix,10027,2/28/2016,2/28/2017
27588,KELLI,F,2014,Pekingese,10027,11/17/2015,11/17/2016
198057,NYLA,F,2015,"Poodle, Toy",11693,11/7/2017,10/8/2018
11248,SOPHIE,F,2007,Shih Tzu,10472,5/6/2015,5/6/2018
273730,PENNY,F,2008,Labrador Retriever,10025,5/13/2018,3/19/2020
46365,JEREMY,M,2012,"Schnauzer, Miniature",11369,3/31/2016,2/20/2018
86015,JUICY,F,2015,Yorkshire Terrier,10452,10/5/2016,11/4/2017
91774,SNOOPY,M,2005,Beagle,10312,11/7/2016,10/30/2017
124808,UNKNOWN,M,2016,Bichon Frise,11354,8/14/2016,8/14/2017
141183,BOGEY,M,2009,Unknown,10024,1/26/2017,12/28/2017
304006,MAJOR,M,2017,Unknown,10452,11/24/2018,11/24/2019
4866,HOMER,M,2005,Shih Tzu,11103,2/23/2015,3/29/2016
227337,LADY,M,2007,Dalmatian,10458,5/24/2017,5/24/2018
220752,MAX,M,2016,Morkie,11237,3/14/2017,3/14/2018
228375,SKIPPY,M,2010,Yorkshire Terrier,10458,6/3/2017,6/3/2018
173447,BABY,F,2006,American Pit Bull Terrier/Pit Bull,11369,7/17/2017,7/17/2018
270044,JUNO,M,2014,Siberian Husky Crossbreed,11214,4/23/2018,4/23/2019
230616,ZUZU,F,2015,"Poodle, Toy",10025,6/27/2017,6/27/2022
81354,ZIGGY,M,2012,Havanese,10021,9/14/2016,10/15/2017
156940,ALBIE,M,2016,Labrador Retriever Crossbreed,10458,4/28/2017,4/28/2018
27511,BO,M,2014,Yorkshire Terrier,11435,11/17/2015,11/17/2017
233268,BARLEY,M,2014,Yorkshire Terrier,10038,7/22/2017,7/22/2019
198796,MR,M,2013,Pug,10472,11/13/2017,11/19/2018
31773,TISH,M,2005,Jack Russell Terrier,10022,1/5/2016,3/29/2017
133009,SCOUT,M,2015,Terrier mix,10018,11/9/2016,10/20/2021
229552,BELLA,F,2014,Shiba Inu,11364,6/15/2017,5/4/2018
245804,LOUIE,M,2012,Morkie,11420,11/17/2017,11/17/2019
243181,BAILEY,F,2009,Pug Crossbreed,11385,10/20/2017,10/20/2018
264539,BAILEY,F,2017,Yorkshire Terrier,11211,3/23/2018,3/23/2019
121328,LUNA,F,2016,Shih Tzu,10460,7/13/2016,7/13/2017
7850,KILO,F,2006,American Pit Bull Mix / Pit Bull Mix,10009,3/31/2015,1/8/2016
60946,CHANEL,F,2009,Unknown,10280,6/10/2016,6/22/2017
283618,MOOSE,M,2011,Chihuahua Crossbreed,10028,7/14/2018,7/31/2019
22360,LULU,F,2013,Chihuahua,11412,9/10/2015,9/10/2016
109207,UNKNOWN,M,2014,American Eskimo dog,11691,2/28/2016,2/28/2017
194036,GUS,M,2016,Morkie,10017,10/16/2017,11/14/2022
213329,ZOE,F,2013,"Poodle, Toy",11561,9/1/2016,2/6/2019
208618,MAX,M,2009,Golden Retriever,11385,9/8/2015,9/8/2020
36323,HENESSEY,M,2015,American Pit Bull Terrier/Pit Bull,11385,2/4/2016,2/4/2017
208776,MOCHA,F,2009,Unknown,10019,9/28/2015,9/26/2018
107637,GREIVIS,M,2009,American Staffordshire Terrier,11215,2/8/2016,2/8/2018
78333,ATHENA,F,2010,Dutch Shepherd,11215,8/30/2016,9/30/2017
64018,RIO,M,2006,Maltese,10009,6/23/2016,6/29/2017
115992,MURPHY,M,2015,Plott,10314,5/14/2016,5/14/2017
179343,PENNY,F,2009,Chihuahua,11211,8/10/2017,8/10/2018
232173,PAPI-CHULO,M,2017,Bulldog,10012,7/13/2017,7/13/2018
93226,TIMBER,F,2006,Labrador Retriever,10306,11/15/2016,11/29/2017
48097,HANK,M,2014,"Mastiff, Old English",11235,4/10/2016,3/9/2017
307520,NOODLE,M,2015,Chinese Crested,10128,12/18/2018,1/19/2020
292202,ROCKY,M,2016,Bichon Frise,11418,9/5/2018,9/5/2023
266489,COCO,M,2007,Unknown,11238,4/4/2018,4/4/2019
152081,AMY,F,2011,Chihuahua Crossbreed,10036,3/31/2017,2/16/2018
246513,ZERATUL,M,2015,Labrador Retriever Crossbreed,11201,11/26/2017,11/26/2018
299915,SKY,M,2008,"Jindo Dog, Korea",10002,10/25/2018,11/19/2019
51601,MAX,M,2014,Jack Russell Terrier,10029,4/26/2016,4/26/2018
123813,SHADOW,F,2016,Goldendoodle,10025,8/7/2016,8/7/2017
136008,CLIVE,M,2016,Yorkshire Terrier Crossbreed,10001,12/13/2016,12/13/2017
214508,QUEEN,F,2005,Rottweiler Crossbreed,11236,11/7/2016,1/1/2018
208655,MIA,F,2013,Yorkshire Terrier,11212,9/15/2015,9/15/2018
271774,CACHACA,M,2012,Havanese,10027,5/3/2018,5/3/2023
169483,ZOWIE,F,2007,Chihuahua,10010,6/29/2017,5/21/2018
252465,ROCKO,M,2013,American Pit Bull Terrier/Pit Bull,10468,1/17/2018,2/20/2018
208415,LOLA,F,2010,Beagle,10011,8/9/2015,8/9/2018
226731,PRINCE,M,2015,Maltese,11378,5/18/2017,5/18/2018
141301,CALLI,F,2011,Shiba Inu,10011,1/27/2017,2/11/2018
271779,SONNY,M,2010,Unknown,10306,5/3/2018,6/20/2019
162328,LUNA,F,2015,Cocker Spaniel,11372,5/25/2017,4/21/2018
47304,TOBILLO,F,2011,Unknown,10033,4/6/2016,4/6/2017
255230,ZEUS,M,2011,Labrador Retriever,11235,2/2/2018,3/19/2019
182528,WAGGSDALE,M,2008,Tibetan Terrier,10010,8/27/2017,7/31/2018
258867,CHUIE,M,2013,"Bull Dog, English",11378,2/22/2018,4/1/2019
304756,LOTTIE,F,2017,Yorkshire Terrier,11234,11/29/2018,10/23/2019
66398,GINNY,F,2012,Labrador Retriever Crossbreed,11355,7/6/2016,8/15/2017
63773,GALA,F,2010,Cocker Spaniel,10005,6/22/2016,6/22/2017
167719,GUNNER,M,2016,Poodle,11362,6/20/2017,6/20/2018
46739,CHLOE,F,2016,Cocker Spaniel,10462,4/3/2016,4/3/2017
57372,LUCKY,F,2005,"Welsh Corgi, Cardigan",11372,5/22/2016,7/28/2018
195278,BUGSY,M,2009,Unknown,10305,10/23/2017,12/4/2018
290795,FRANCES,F,2017,"Coonhound, Treeing Walker",11205,8/26/2018,8/26/2019
159450,BULLY,M,2009,Beagle Crossbreed,11232,5/11/2017,4/21/2018
149993,BOOBIE,F,2006,Boxer,10009,3/20/2017,3/16/2018
270116,HAVANESE,F,2017,Havanese,10014,4/24/2018,4/24/2019
112554,BELLA,F,2010,Pug,10128,4/8/2016,5/11/2017
208506,PICKLE,F,2010,Miniature Schnauzer,11101,8/24/2015,8/24/2020
260158,ECHO,F,2008,Unknown,11360,3/1/2018,3/27/2023
112356,UNKNOWN,M,2016,Golden Retriever,11377,4/6/2016,4/6/2017
224083,MURPHY,M,2007,"Poodle, Miniature",10003,4/21/2017,4/21/2018
36012,MILLICENT,F,2008,Chihuahua,11385,2/2/2016,12/17/2016
123050,NAME NOT PROVIDED,F,2016,Shiba Inu,11373,7/30/2016,7/30/2017
78618,COOPER,M,2005,Unknown,10011,8/31/2016,9/21/2017
55409,CHLOE,F,2006,Unknown,11361,5/13/2016,6/29/2018
237526,BINGO,M,2017,Beagle,11212,8/26/2017,8/26/2018
208953,MARTHA,F,2005,Cocker Spaniel,10019,10/27/2015,10/27/2020
36957,COOPER,M,2015,Miniature Schnauzer,10012,2/8/2016,8/1/2017
17227,LULA,F,2015,Australian Cattledog,10304,7/13/2015,7/13/2016
49109,JUANITA,F,2007,Chihuahua,10463,4/15/2016,5/13/2017
30310,CODY,M,2015,West High White Terrier,10468,12/19/2015,12/19/2016
131923,LUCINDA,F,2012,Chihuahua Crossbreed,10027,10/28/2016,10/28/2017
58760,AUGUSTUS,M,2012,Unknown,10025,5/31/2016,5/27/2017
271078,TIANA,F,2015,Labrador Retriever Crossbreed,11225,4/29/2018,4/29/2019
267206,EVE,F,2011,Cairn Terrier,10036,4/8/2018,5/5/2019
279197,SANDY,F,2005,Cocker Spaniel,11372,6/14/2018,6/27/2020
181929,MISS,F,2005,Chihuahua,11229,8/23/2017,6/29/2018
212873,DR.,M,2014,Dachshund Smooth Coat Miniature,11225,8/15/2016,8/15/2021
219461,BRUNO,M,2008,Boxer,10314,2/28/2017,3/20/2018
4118,KOBE,M,2005,Unknown,10473,2/13/2015,3/29/2017
286074,BANDIT,M,2009,Shih Tzu,11417,7/27/2018,10/23/2018
44441,ETHAN,M,2007,Yorkshire Terrier,11233,3/22/2016,1/17/2017
245374,LOLA,F,2007,Labrador Retriever Crossbreed,11211,11/13/2017,8/30/2018
96243,BOSCO,M,2016,Cavalier King Charles Spaniel,10075,12/6/2016,12/6/2017
115560,NAOISE,F,2015,American Pit Bull Mix / Pit Bull Mix,10005,5/10/2016,5/10/2017
175249,GRACE,F,2013,Cocker Spaniel,11370,7/25/2017,7/1/2018
42789,MOZART,M,2015,Beagle,10010,3/13/2016,3/13/2017
223590,,M,2017,Yorkshire Terrier,11364,4/15/2017,4/15/2018
123349,NAPOLEON,M,2016,Great Pyrenees,11215,8/2/2016,8/2/2017
187017,NIUNIU,F,2014,Poodle,11355,9/13/2017,9/13/2019
113212,TATER,F,2005,French Bulldog,10038,4/14/2016,4/14/2017
166262,SANDY,F,2012,Unknown,11361,6/13/2017,7/24/2018
285825,LULU,F,2009,Labrador Retriever,10306,7/25/2018,8/24/2019
159113,MATT,M,2017,Shih Tzu,11361,5/9/2017,5/9/2018
50979,KANE,M,2015,Terrier mix,11377,4/24/2016,4/24/2017
280431,SYDNEY,M,2016,Pekingese,11209,6/22/2018,6/22/2019
105388,LOLA,F,2011,Chihuahua,11217,1/2/2016,1/2/2017
253232,GEORGIE,F,2013,Pug,10306,1/21/2018,3/9/2019
121157,DAISY,F,2014,Labrador Retriever Crossbreed,10314,7/12/2016,7/12/2019
189403,ZAMIE,F,2017,Dachshund Smooth Coat,10128,9/22/2017,9/22/2018
225498,MAIA,F,2014,Maltipoo,11233,5/5/2017,5/5/2022
126075,HERCULES,M,2015,Shih Tzu Crossbreed,10455,8/28/2016,8/28/2018
229988,CONNIE,F,2010,Unknown,10314,6/19/2017,7/27/2018
129986,LEXI,F,2006,Shih Tzu,10016,10/7/2016,10/7/2018
35648,SAKI,F,2015,"Schnauzer, Miniature",11231,2/1/2016,2/1/2017
306281,JOEY,M,2015,Unknown,10304,12/9/2018,12/9/2019
158305,BRANDY,F,2011,Yorkshire Terrier,10469,5/5/2017,6/13/2018
245005,DUMMY,M,2017,Shih Tzu,10021,11/8/2017,11/8/2018
122512,MEMPHIS,F,2006,Catahoula Leopard Dog,11238,7/24/2016,7/24/2021
268854,BINGO,M,2012,Border Terrier,11214,4/17/2018,4/16/2019
17338,MISTER,M,2008,Unknown,10022,7/14/2015,9/14/2017
181337,SKY,F,2009,Siberian Husky,10016,8/21/2017,8/13/2018
110282,CHLOE,F,2009,Labrador Retriever,11201,3/12/2016,3/12/2017
291842,TYNAN,M,2011,Unknown,10027,9/2/2018,9/2/2019
250086,ROXIE,F,2016,Havanese,10010,12/29/2017,2/28/2019
174583,BEATRICE,F,2016,Boxer Crossbreed,11238,7/23/2017,7/23/2022
97217,TIGGER,M,2010,Shih Tzu,10016,12/12/2016,2/2/2018
48512,UNKNOWN,M,2016,"Shar-Pei, Chinese",10009,4/12/2016,4/12/2017
286735,LUCA,F,2010,Unknown,10013,7/30/2018,8/26/2019
243162,LUCA,M,2011,Labradoodle,11231,10/20/2017,10/20/2022
262970,RISA,F,2017,Terrier Crossbreed,10314,3/14/2018,3/14/2019
258700,CHANDERBALLI,F,2017,Poodle,11434,2/21/2018,2/21/2019
234854,OZZY,M,2016,American Pit Bull Mix / Pit Bull Mix,11213,8/3/2017,8/3/2018
89649,ELLA,F,2013,"Poodle, Standard",10025,10/26/2016,12/12/2017
41278,RIVER,F,2007,Shiba Inu,11693,3/4/2016,4/29/2017
106012,ALICE,F,2011,Jack Russell Terrier,10306,1/12/2016,3/13/2017
290153,NYA,F,2014,Yorkshire Terrier,10128,8/22/2018,8/19/2019
143173,SASSY,F,2006,Pomeranian,11223,2/9/2017,3/17/2018
105027,NIKO,M,2005,Pug,10465,12/13/2015,1/30/2017
163274,CASEY,F,2015,Miniature Pinscher,10462,5/30/2017,5/30/2020
300840,GODFREY,M,2017,Australian Terrier,10025,11/1/2018,11/1/2023
307376,COCOA,F,2006,Cavalier King Charles Spaniel,10016,12/17/2018,10/30/2019
114969,NUGGET,F,2016,Shiba Inu,11238,5/2/2016,5/2/2017
306850,MASON,M,2014,American Pit Bull Mix / Pit Bull Mix,10312,12/13/2018,12/17/2019
115541,MILK,M,2015,French Bulldog,11205,5/9/2016,5/9/2017
280196,SCARLETT,F,2013,Poodle Crossbreed,10459,6/20/2018,6/20/2019
203333,MUTTI,F,2016,Australian Shepherd,10025,12/10/2017,12/4/2018
220086,TEDDY,M,2010,Shih Tzu Crossbreed,10036,3/7/2017,3/7/2018
268031,BELLA,F,2014,Shiba Inu,11364,4/12/2018,4/12/2019
76563,DARCY,F,2006,Unknown,10026,8/18/2016,9/30/2017
277296,KYOTO,M,2013,Siberian Husky,10457,6/4/2018,2/6/2019
224227,PENNY,F,2012,Tibetan Spaniel,10314,4/22/2017,4/22/2019
183198,BAILEY,F,2009,Cavalier King Charles Spaniel,10031,8/30/2017,8/30/2018
252658,MURPHY,M,2007,Unknown,11220,1/17/2018,2/13/2019
213728,LUCY,F,2010,Jack Russell Terrier,10038,9/18/2016,11/3/2018
26146,PARKE,M,2009,Unknown,10024,10/29/2015,11/16/2016
36396,BANDIT,M,2009,Siberian Husky,11416,2/4/2016,12/21/2017
270657,HACHI,M,2010,Siberian Husky,11209,4/27/2018,4/29/2019
133303,NOT,F,2016,Cavalier King Charles Spaniel,11375,11/13/2016,11/13/2017
74258,BACCHUS,M,2010,Border Collie,11238,8/9/2016,8/9/2017
75630,GRETA,F,2015,Great Dane,10012,8/14/2016,7/4/2021
155676,MARLEY,M,2011,Bassett Hound,10036,4/22/2017,6/1/2018
161932,KACEE,F,2009,Yorkshire Terrier,10466,5/24/2017,6/2/2018
47995,ROO,F,2010,Unknown,11238,4/9/2016,5/27/2017
16010,JACQUELINE,F,2012,Unknown,11101,6/28/2015,7/10/2016
17133,CARROT,F,2009,Chihuahua,11208,7/11/2015,7/11/2016
106061,JUNE,F,2007,Vizsla,10025,1/13/2016,3/15/2018
233963,LINDA,F,2017,Chihuahua,11207,7/27/2017,7/27/2018
51752,BAXTER,M,2010,Dachshund Smooth Coat,10007,4/27/2016,5/27/2017
280024,JOEY,M,2012,Yorkshire Terrier,11215,6/20/2018,7/31/2019
241802,SHAI,F,2015,American Pit Bull Mix / Pit Bull Mix,11235,10/5/2017,10/5/2018
269815,RONNIE,M,2010,Unknown,10023,4/23/2018,3/12/2019
224385,STELLA,F,2014,American Pit Bull Terrier/Pit Bull,11223,4/24/2017,5/26/2019
100359,BLUE,M,2013,American Pit Bull Terrier/Pit Bull,10458,11/17/2014,11/17/2019
113244,BOLO,M,2014,American Pit Bull Terrier/Pit Bull,10466,4/14/2016,4/28/2017
183347,HENDRIX,M,2005,West High White Terrier,11218,8/30/2017,6/29/2018
58704,ZEUS,M,2009,"Bull Dog, English",11232,5/31/2016,7/2/2017
52044,BLAISE,M,2015,Treeing Tennessee Brindle,10002,4/28/2016,4/28/2021
131758,ZEUS,M,2015,Siberian Husky,10468,10/26/2016,10/26/2017
259673,PETE,M,2008,Unknown,10027,2/27/2018,3/29/2019
127285,NOT,M,2016,Yorkshire Terrier,11385,9/10/2016,9/10/2017
174925,COCO,M,2010,Shih Tzu,10474,7/24/2017,7/6/2018
226978,PRINCESS,F,2008,Yorkshire Terrier,11237,5/21/2017,5/21/2018
291417,SHEBA,F,2012,American Pit Bull Mix / Pit Bull Mix,11102,8/30/2018,8/27/2019
82841,ORIN,M,2016,Labrador Retriever,11377,9/20/2016,9/20/2017
221133,BOBI,M,2016,German Shepherd Crossbreed,11211,3/19/2017,3/19/2018
176132,RANGER,M,2017,French Bulldog,11236,7/29/2017,7/29/2019
264142,PAULIE,F,2010,German Shepherd Crossbreed,11238,3/20/2018,4/1/2019
245500,PIXEL,F,2011,Chihuahua,11385,11/14/2017,12/28/2019
299810,LUNA,F,2010,Border Terrier,10021,10/25/2018,12/14/2019
248442,LOUIE,M,2017,Pug,11375,12/13/2017,12/13/2018
81778,FLEMING,M,2014,Great Pyrenees,11215,9/16/2016,9/16/2017
224963,CHASE,M,2014,Pomeranian,11203,4/30/2017,4/30/2019
125839,COOPER,M,2013,Norwich Terrier,10065,8/24/2016,10/13/2018
247303,NAME NOT PROVIDED,M,2017,Pomeranian,11206,12/4/2017,12/4/2018
118840,ANDI,F,2014,Cavalier King Charles Spaniel,10023,6/16/2016,7/1/2017
297705,TULIP,F,2007,"Dachshund, Long Haired Miniature",10027,10/11/2018,10/11/2021
77739,LADY,F,2015,Beagle,10006,8/25/2016,9/30/2017
293130,RUBY,F,2016,German Shepherd Dog,11207,9/10/2018,6/10/2019
224148,UNKNOWN,M,2016,Miniature Schnauzer,11368,4/21/2017,4/21/2018
5835,LOGAN,M,2013,American Staffordshire Terrier,11385,3/7/2015,2/24/2016
81043,GINO,M,2013,Maltese,11102,9/13/2016,9/7/2017
73686,JACK,M,2016,American Pit Bull Terrier/Pit Bull,11420,8/7/2016,8/7/2017
60083,TARO,F,2016,Chihuahua Crossbreed,10002,6/6/2016,6/6/2017
73996,LEO,M,2015,Shih Tzu,10065,8/8/2016,8/8/2018
