Number,Name,Gender,Birth,Breed,ZipCode,IssuedDate,ExpiredDate
75024,MCGREGOR,M,2016,Havanese,11201,8/11/2016,8/11/2017
143695,HOUSTON,M,2015,Dutch Shepherd,10040,2/13/2017,3/10/2018
76188,TINA,F,2011,Unknown,10009,8/16/2016,10/5/2017
189597,HAKAJ,M,2017,Yorkshire Terrier,11229,9/23/2017,9/23/2018
78403,ORIO,M,2015,Shih Tzu,10469,8/30/2016,8/30/2017
255539,GRACIE,F,2015,Bichon Frise,10023,2/4/2018,1/4/2019
34133,GHOST,M,2013,Cane Corso,10013,1/21/2016,2/6/2017
19770,RILEY,M,2015,Beagle Crossbreed,11234,8/10/2015,8/10/2016
214341,ENZO,M,2016,Cocker Spaniel Crossbreed,10026,10/25/2016,10/25/2018
75985,MAXIMUS,M,2015,American Pit Bull Terrier/Pit Bull,10455,8/16/2016,8/25/2017
64426,DUKE,M,2013,Unknown,10310,6/26/2016,7/16/2017
45705,TEDDY,M,2015,Pomeranian,10009,3/29/2016,5/31/2018
203870,LUNA,F,2013,Dachshund Smooth Coat,11379,12/12/2017,12/19/2019
194024,KALUMBA,M,2013,Siberian Husky,10468,10/16/2017,9/15/2018
103838,HACHI,M,2011,Shiba Inu,10128,9/16/2015,10/25/2018
205246,MAXIMO,M,2017,Chihuahua Crossbreed,10467,12/22/2017,12/22/2018
95175,PHOEBE,F,2015,"Poodle, Toy",11106,11/30/2016,11/30/2017
142383,SMOKEY,M,2013,Boxer,11225,2/3/2017,8/6/2017
163674,ARGO,M,2015,German Shepherd Dog,10465,6/1/2017,6/3/2018
114578,LUCY,F,2013,Bassett Hound,11201,4/28/2016,4/5/2017
287523,JETT,M,2012,American Staffordshire Terrier,11217,8/4/2018,8/4/2023
297524,BENTLEY,M,2012,Yorkshire Terrier,10009,10/10/2018,10/10/2019
132292,ESSIE,F,2008,Shih Tzu,11201,11/1/2016,9/24/2017
204354,JACO,M,2016,Yorkshire Terrier,11230,12/15/2017,11/25/2018
256764,BEAR,M,2017,Poodle,11377,2/10/2018,2/10/2019
287516,BRUNO,M,2015,American Pit Bull Mix / Pit Bull Mix,11373,8/3/2018,8/3/2019
7173,TEDDY,M,2006,Yorkshire Terrier,11228,3/25/2015,3/25/2017
181037,MILO,M,2014,Boxer,10306,8/19/2017,4/18/2022
92396,SOFI,F,2008,Shih Tzu,11375,11/11/2016,11/16/2018
4650,JET,F,2008,Jack Russell Terrier,11693,2/19/2015,3/19/2016
99740,NALA,F,2013,German Shepherd Dog,11214,12/29/2016,1/23/2018
178650,ROCKY,M,2012,Chow Chow,11373,8/8/2017,8/1/2018
205152,BOOMER,F,2013,Boxer Crossbreed,10301,12/21/2017,12/21/2018
277536,ZOE,F,2014,Yorkshire Terrier,10282,6/6/2018,7/22/2019
137438,SARGE,M,2015,Jack Russell Terrier,10009,12/28/2016,12/28/2017
241660,DIMITRI,M,2012,Chihuahua Crossbreed,11249,10/4/2017,8/28/2018
181998,PRIMO,M,2010,"Poodle, Miniature",10032,8/23/2017,8/23/2018
42237,PRINCESS,F,2012,Yorkshire Terrier,11416,3/10/2016,3/10/2017
112673,RAHZEL,F,2015,Labrador Retriever Crossbreed,11201,4/9/2016,4/27/2021
212428,CHLOE,F,2014,Maltese,10011,7/31/2016,7/31/2019
204376,SUSHI,F,2016,Shiba Inu,10027,12/16/2017,2/3/2019
216243,MARTY,M,2005,Miniature Schnauzer,11236,1/13/2017,1/13/2018
246712,MINI,M,2017,Miniature Australian Shepherd,10013,11/28/2017,11/28/2018
147434,MAZER,M,2013,Shih Tzu,11201,3/7/2017,4/21/2018
221065,TWIGGY,F,2016,Boxer,10036,3/18/2017,3/18/2018
290089,MOLLY,F,2009,Jack Russell Terrier,10472,8/21/2018,8/5/2019
245129,MIMI,F,2009,"Dachshund, Wirehaired",11373,11/10/2017,11/8/2019
122388,DOBBER,M,2007,Puggle,11232,7/23/2016,9/22/2018
14541,TESSIE,F,2008,Treeing Walker Coonhound,10001,6/11/2015,6/11/2016
185131,STANLEY,M,2009,Beagle,10010,9/7/2017,10/21/2018
140411,EVIE,F,2009,American Staffordshire Terrier,10304,1/20/2017,1/20/2018
174627,BISKY,M,2005,Unknown,11221,7/23/2017,8/30/2022
286292,TRIBBLE,M,2011,Shih Tzu Crossbreed,10033,7/28/2018,7/28/2023
20498,RUPERT,M,2011,Labrador Retriever,11103,8/17/2015,8/17/2016
99156,OSCAR,M,2015,Shiba Inu,10016,12/27/2016,12/27/2017
247083,CHARLIE,M,2016,Goldendoodle,10011,12/1/2017,11/30/2018
194443,ESTEFANIA,F,2016,Labrador Retriever Crossbreed,10128,10/18/2017,9/19/2018
172764,MAXWELL,M,2016,Chihuahua,10016,7/15/2017,7/15/2018
234010,UNKNOWN,M,2017,German Shepherd Crossbreed,11226,7/28/2017,7/28/2018
126165,MEMPHIS,M,2013,Siberian Husky,10024,8/29/2016,7/18/2017
198045,AKIRA,F,2017,Siberian Husky,11377,11/7/2017,11/7/2018
54521,BOBBY,M,2005,Unknown,11385,5/11/2016,5/30/2017
193659,MILO,M,2005,Bichon Frise,10011,10/13/2017,10/30/2018
38338,JASPER,M,2011,"Bull Dog, English",10314,2/17/2016,3/22/2017
138812,ZECA,M,2007,Unknown,11103,1/9/2017,1/9/2018
168324,PENELOPE,F,2013,Cavalier King Charles Spaniel,10023,6/23/2017,5/30/2018
36831,BAILEY,F,2010,"Poodle, Miniature",11233,2/7/2016,3/7/2017
141625,TARA,F,2010,Irish Setter,11379,1/30/2017,3/14/2018
108681,SCONE,F,2014,American Pit Bull Mix / Pit Bull Mix,11356,2/21/2016,2/21/2017
231397,BENJI,M,2015,American Pit Bull Mix / Pit Bull Mix,10310,7/5/2017,7/5/2018
284693,COSMO,M,2005,Unknown,11229,7/19/2018,7/30/2019
77398,NALA,F,2016,Labrador Retriever,10038,8/23/2016,8/23/2017
229826,WALTER,M,2017,Terrier mix,10011,6/18/2017,6/18/2022
159490,BROWNIE,M,2009,Dachshund Smooth Coat Miniature,11373,5/11/2017,5/15/2018
126720,LOUISE,F,2015,Catahoula Leopard Dog,11215,9/4/2016,9/4/2020
239339,GIDGET,F,2005,Shih Tzu,10314,9/13/2017,9/30/2018
19615,THUMBELINA,F,2015,Yorkshire Terrier,11358,8/8/2015,8/8/2016
67806,LOUIS,M,2009,"Schnauzer, Standard",11219,7/12/2016,6/10/2017
60568,REMI,M,2016,French Bulldog,11378,6/8/2016,6/8/2019
14350,LUIGI,M,2014,American Pit Bull Mix / Pit Bull Mix,10473,6/9/2015,6/9/2016
223965,GRACIE,F,2014,Poodle Crossbreed,10003,4/19/2017,4/19/2020
91522,SAMMY,M,2014,Yorkshire Terrier,11201,11/6/2016,8/20/2017
152724,NENA,F,2006,Yorkshire Terrier,11206,4/3/2017,3/8/2018
90396,MUNCHKIN,M,2016,Rat Terrier,10037,10/30/2016,10/30/2017
216106,OTIE,M,2015,Rat Terrier,10011,1/11/2017,2/10/2019
295719,RAE,F,2015,American Staffordshire Terrier,11215,9/27/2018,9/27/2023
161066,FIFI,F,2013,Pug,10454,5/20/2017,4/7/2018
152619,ARTHUR,M,2010,Bassett Hound,11216,4/3/2017,5/12/2018
139193,MAX,M,2015,Labradoodle,10309,1/12/2017,11/21/2017
16560,MAX,M,2015,Maltese,11218,7/5/2015,7/5/2016
28890,CALLIOPE,F,2014,Cocker Spaniel,10027,12/4/2015,10/27/2020
158141,BABY,F,2010,Pomeranian,10310,5/4/2017,6/17/2018
228073,HARRY,M,2008,"Poodle, Toy",10022,6/1/2017,6/23/2018
58429,GEORGE,M,2016,West Highland White Terrier,11102,5/28/2016,5/28/2017
232878,CASH,M,2015,Labrador Retriever Crossbreed,10036,7/18/2017,7/18/2020
201360,CESAR,M,2009,Havanese,10312,11/29/2017,12/7/2018
136767,UNKNOWN,M,2016,Shiba Inu,11354,12/20/2016,12/20/2017
122225,WHIDBEY,M,2005,Unknown,10007,7/22/2016,8/31/2017
110645,PANCHITO,M,2007,Chihuahua,10033,3/16/2016,3/16/2017
197650,BAXTER,M,2017,Pembroke Welsh Corgi Crossbreed,10034,11/5/2017,11/5/2018
181489,UNKOWN,F,2016,Border Collie Crossbreed,11205,8/21/2017,8/21/2018
267890,BABY,M,2008,Yorkshire Terrier Crossbreed,10037,4/11/2018,4/14/2019
102117,MARVIN,M,2008,Unknown,11201,5/18/2015,5/15/2018
101710,KUMA,M,2014,Shiba Inu,11209,4/19/2015,4/19/2018
56893,VERONIQUE,F,2008,"Poodle, Toy",10022,5/19/2016,7/16/2017
64602,DZEKO,M,2014,Siberian Husky,11426,6/27/2016,6/25/2018
76030,AMBER,F,2009,Glen of Imaal Terrier,10314,8/16/2016,10/8/2017
68831,OLIVE,F,2009,"Bull Dog, French",10023,7/15/2016,8/31/2018
258798,TESS,F,2005,Labrador Retriever Crossbreed,10463,2/21/2018,4/6/2019
246987,FINN,M,2015,Pomeranian Crossbreed,10314,11/30/2017,11/30/2018
143623,ROXIE,F,2012,Shiba Inu,10025,2/12/2017,3/17/2018
16028,TARQUIN,M,2007,Cavalier King Charles Spaniel,10128,6/29/2015,8/3/2016
220041,MOSSIMO,M,2017,Australian Cattledog,11233,3/6/2017,3/6/2018
191191,CHESTER,M,2009,Beagle,11373,10/1/2017,11/9/2018
154822,CHLOE,F,2013,Siberian Husky,11419,4/17/2017,4/17/2019
132136,BRICK,M,2010,Yorkshire Terrier,10024,10/31/2016,10/31/2017
249771,HERSHEY,F,2010,Yorkshire Terrier,11237,12/27/2017,12/27/2018
201055,GINNY,F,2010,Greyhound,10003,11/27/2017,11/27/2018
40051,HOLLY,F,2011,Labradoodle,10312,2/26/2016,3/15/2017
16899,MARIAH,F,2013,Portuguese Water Dog,10025,7/8/2015,7/14/2016
237988,TROOPER,M,2017,Australian Shepherd,10282,8/31/2017,8/31/2018
96644,TEDDY,M,2014,Shih Tzu,10022,12/8/2016,12/18/2017
66634,SUYAI,M,2016,Shih Tzu,10163,7/7/2016,7/7/2017
118253,KIRBY,F,2012,Pomeranian,10003,6/10/2016,6/10/2017
253718,VITO,M,2015,Boston Terrier,10304,1/23/2018,2/23/2019
133300,LUNA,F,2016,Maltese Crossbreed,10303,11/13/2016,11/13/2017
238330,KO,M,2017,Yorkshire Terrier,11206,9/4/2017,9/4/2018
182556,WEBSTER,M,2005,Jack Russell Terrier,10001,8/27/2017,10/23/2018
277479,WHISKEY,M,2017,"Bull Dog, English",11412,6/5/2018,5/16/2019
258229,NOT,F,2017,"Poodle, Miniature",11374,2/18/2018,2/18/2019
11409,MATTHEW,F,2009,Chihuahua,10462,5/7/2015,6/4/2016
4966,LARRY,M,2014,Labrador Retriever,10025,2/24/2015,2/24/2016
271106,CONEJO,M,2011,Chihuahua Crossbreed,11104,4/29/2018,4/1/2022
42911,EMMA,F,2013,"Bull Dog, English",10309,3/14/2016,3/14/2017
217755,PRINCESS,F,2015,Italian Greyhound,10451,2/4/2017,2/4/2018
285073,JASPER,M,2012,Chihuahua Crossbreed,11226,7/21/2018,7/21/2020
240878,JACK,M,2007,Labrador Retriever,10028,9/25/2017,9/25/2019
123579,MIKEY,M,2008,Dachshund Smooth Coat,11223,8/4/2016,3/26/2017
142025,HERCULES,M,2016,Maltese Crossbreed,11209,2/1/2017,2/1/2018
78719,CHINA,F,2009,Rottweiler,10128,8/31/2016,10/2/2017
282861,TIAN,M,2005,Labrador Retriever,11231,7/9/2018,8/30/2019
202764,OLIVER,M,2016,Chihuahua,11237,12/6/2017,12/6/2018
59643,LOLA,F,2015,Terrier mix,11203,6/3/2016,6/3/2017
59074,ROY,F,2012,Golden Retriever,10464,6/1/2016,4/17/2017
32911,NEI,F,2014,Unknown,11354,1/13/2016,8/19/2016
243478,KARO,M,2008,Yorkshire Terrier Crossbreed,10029,10/23/2017,11/16/2018
203337,MIA,F,2008,Chihuahua,10309,12/10/2017,1/24/2019
251507,BASIL,M,2009,Collie Crossbreed,10036,1/10/2018,3/5/2019
215168,KAHLUA,F,2007,Papillon,11101,12/16/2016,12/16/2018
295759,MORENA,F,2012,Unknown,11238,9/28/2018,10/5/2019
178994,SADIE,F,2014,Border Collie,11213,8/9/2017,5/29/2018
137178,BOBY,M,2016,Maltese Crossbreed,11103,12/26/2016,12/26/2017
84619,COOKIE,F,2010,Unknown,11426,9/29/2016,11/15/2017
202313,MAXINE,F,2015,Morkie,10019,12/4/2017,1/11/2019
149138,UNKNOWN,F,2016,Poodle,10019,3/14/2017,3/14/2018
101136,DOLLY,F,2010,Maltese,10022,3/9/2015,3/9/2017
66149,DADDY,M,2008,American Pit Bull Mix / Pit Bull Mix,10024,7/4/2016,4/29/2017
194331,JACKIE,M,2006,Labrador Retriever Crossbreed,11428,10/17/2017,11/4/2018
15640,CLUE,M,2009,Shih Tzu,11375,6/24/2015,6/29/2020
150966,CHICHI,F,2005,Yorkshire Terrier,10009,3/27/2017,4/21/2018
214058,ROCKY,M,2015,Cocker Spaniel,11220,10/6/2016,10/6/2021
2004,LUNA,F,2014,Yorkshire Terrier,11418,1/13/2015,1/13/2016
172142,RUBY,F,2005,Shetland Sheepdog,10022,7/12/2017,7/12/2018
285500,BE,F,2011,"Bull Dog, English",10013,7/24/2018,11/4/2018
250353,PICKLES,M,2012,Cocker Spaniel,10024,1/1/2018,2/9/2019
263333,MORKIE,F,2017,Morkie,10036,3/16/2018,3/16/2019
161980,KELVIN,M,2011,Chihuahua,11377,5/24/2017,5/29/2018
230761,PEBBLES,F,2009,Pomeranian,10027,6/28/2017,5/23/2018
72025,DOMINGO,M,2011,Maltese,10011,7/29/2016,4/9/2017
121774,ZOE,F,2016,Yorkshire Terrier,10019,7/17/2016,7/17/2017
162547,JARAMI,F,2017,Yorkshire Terrier,10457,5/27/2017,5/27/2018
144190,MURRAY,M,2015,American Pit Bull Mix / Pit Bull Mix,11213,2/17/2017,2/17/2018
151882,MAX,M,2015,Shih Tzu,10314,3/30/2017,4/16/2018
52730,AUGIESTINA,F,2015,American Pit Bull Terrier/Pit Bull,10456,5/2/2016,5/2/2017
195021,TYRION,M,2015,Morkie,10471,10/21/2017,10/21/2022
261384,ROSCOE,M,2015,Yorkshire Terrier,10451,3/6/2018,1/20/2019
78924,BUTTERCUP,F,2013,Yorkshire Terrier,11421,9/1/2016,9/20/2017
157704,WAI,M,2016,Bichon Frise,11375,5/2/2017,5/2/2018
308860,MILO,M,2010,Bichon Frise,11364,12/30/2018,11/26/2019
274894,CHARLIE,M,2012,Rhodesian Ridgeback,10012,5/20/2018,5/20/2019
298576,MILES,M,2017,French Bulldog,10023,10/17/2018,12/1/2019
160000,ABU,M,2008,Havanese,10021,5/14/2017,5/14/2020
155977,PACO,M,2014,Labrador Retriever Crossbreed,10011,4/24/2017,5/12/2018
55484,THOR,M,2015,Rat Terrier,10009,5/13/2016,5/13/2017
134767,LEELA,F,2011,"Shar-Pei, Chinese",10465,12/1/2016,12/1/2017
181275,FRIMERU,M,2017,Yorkshire Terrier,10309,8/21/2017,8/21/2018
44311,MAYA,F,2015,Bluetick Coonhound,10002,3/21/2016,3/21/2019
153802,OTIS,M,2011,Unknown,11361,4/10/2017,5/2/2018
159482,LEO,M,2013,Shih Tzu Crossbreed,10454,5/11/2017,5/11/2018
283336,TIMMY,M,2008,Dachshund Smooth Coat,11209,7/12/2018,8/13/2019
262264,MOON,M,2008,American Pit Bull Mix / Pit Bull Mix,11237,3/11/2018,7/14/2019
222205,REMY,M,2010,"Poodle, Miniature",11385,3/31/2017,4/25/2022
200243,SCOOTER,M,2010,Shih Tzu,11220,11/21/2017,11/21/2018
146577,MIRANDA,F,2014,Cavalier King Charles Spaniel,11201,3/2/2017,3/2/2022
97369,AUGUSTUS,M,2016,French Bulldog,10003,12/13/2016,12/13/2017
118752,ROCKSTAR,F,2011,American Pit Bull Mix / Pit Bull Mix,11211,6/16/2016,5/21/2018
25700,ZOEY,F,2013,Yorkshire Terrier,10463,10/23/2015,10/23/2020
103328,THEO,M,2009,Unknown,11206,8/6/2015,5/9/2017
66270,COFFEE,F,2014,Dachshund Smooth Coat Miniature,10461,7/5/2016,7/28/2017
40118,PRINCESS,F,2012,Yorkshire Terrier,11102,2/27/2016,1/29/2017
60293,BROWNIE,M,2011,Cavalier King Charles Spaniel,11221,6/7/2016,6/10/2017
302707,NIA,F,2016,Chihuahua Crossbreed,10461,11/13/2018,1/2/2020
225793,WILLOW,F,2011,"Poodle, Miniature",10473,5/8/2017,4/18/2019
199816,LUA,F,2015,Beagle Crossbreed,11209,11/18/2017,11/18/2018
147359,MINUTO,M,2016,Chihuahua,11694,3/6/2017,3/6/2018
98221,JESSE,M,2012,"Schnauzer, Miniature",11238,12/19/2016,1/14/2018
155371,MUSTACHE,F,2010,Border Collie Crossbreed,11237,4/20/2017,4/20/2018
110080,FOXY,F,2015,Belgian Malinois,10452,3/10/2016,3/10/2017
64355,WALNUT,M,2013,Boston Terrier,10010,6/25/2016,8/17/2017
227417,MISHA,F,2017,Labrador Retriever Crossbreed,10469,5/25/2017,5/25/2018
273095,PRINCESS,F,2010,German Shepherd Crossbreed,10462,5/10/2018,4/20/2019
83217,SAMANTHA,F,2013,Great Pyrenees,10019,9/21/2016,11/7/2017
240080,ROSCOE,M,2013,Terrier mix,10002,9/18/2017,9/18/2022
101269,PENNY,F,2009,Unknown,11103,3/22/2015,5/5/2020
74755,REGGIE,M,2008,Cavalier King Charles Spaniel,11385,8/10/2016,9/15/2017
85571,ZIG,M,2010,Jack Russell Terrier,10011,10/3/2016,9/14/2017
88697,KEPPY,F,2007,Yorkshire Terrier,11230,10/20/2016,9/21/2017
203730,CHI,F,2017,Shih Tzu Crossbreed,10029,12/12/2017,12/12/2018
307635,OLIVER,M,2007,Lhasa Apso,10069,12/19/2018,1/26/2020
163173,ADDISON,F,2009,"Shar-Pei, Chinese",11221,5/30/2017,5/30/2020
294888,CANNOLI,M,2017,Shih Tzu Crossbreed,11228,9/21/2018,9/17/2019
165043,TYSON,M,2009,Norfolk Terrier,10029,6/8/2017,6/8/2018
76596,JGEORDAN,M,2006,Pekingese,11104,8/18/2016,9/29/2017
29522,HARVEST,M,2011,Poodle Crossbreed,11217,12/11/2015,12/11/2016
130655,RILEY,F,2015,Vizsla,11361,10/15/2016,10/15/2017
287479,KELSEY,M,2006,Lhasa Apso,11104,8/3/2018,7/6/2019
128811,KIERRA,M,2016,Yorkshire Terrier,11691,9/24/2016,9/24/2017
52240,JELLY,F,2006,Unknown,10465,4/29/2016,4/5/2021
19495,CHIQUITA,F,2013,Chihuahua,10005,8/7/2015,8/7/2016
211290,DEXTER,M,2011,"Schnauzer, Miniature",10010,5/26/2016,5/26/2021
286496,PRINCESSA,F,2014,American Pit Bull Mix / Pit Bull Mix,10453,7/30/2018,5/24/2019
170713,TROTSKY,M,2008,"Poodle, Standard",11231,7/5/2017,8/12/2018
45959,LUCY,F,2007,Unknown,11224,3/30/2016,5/20/2017
88234,DANTE,M,2011,Shih Tzu,10031,10/18/2016,12/5/2017
20482,HONDA,M,2006,Dachshund Smooth Coat Miniature,10016,8/17/2015,8/19/2016
127451,KARMA,F,2013,Jack Russell Terrier,11377,9/12/2016,9/12/2017
259047,PRINCESS,F,2015,Yorkshire Terrier Crossbreed,10451,2/23/2018,1/29/2019
240235,CARMELLA,F,2015,Australian Cattledog,11213,9/19/2017,11/9/2018
128175,CHLOE,F,2016,Maltese Crossbreed,10312,9/18/2016,9/18/2017
182439,SAKE,M,2015,Shiba Inu,11416,8/26/2017,8/26/2019
4300,STORM,F,2014,American Pit Bull Mix / Pit Bull Mix,10454,2/16/2015,2/16/2016
42909,TEDDY,M,2008,Lhasa Apso,10017,3/14/2016,1/31/2017
154604,PORSCHA,F,2006,Poodle,10461,4/15/2017,4/15/2018
258885,GRACIE,F,2009,Bichon Frise,10023,2/22/2018,4/15/2019
121921,BELLA,F,2012,American Pit Bull Mix / Pit Bull Mix,11234,7/19/2016,7/19/2017
222445,SUNNY,F,2017,Chihuahua Crossbreed,10014,4/2/2017,4/2/2018
220523,PIPER,F,2012,Golden Retriever,10024,3/11/2017,4/12/2018
187347,BELLA,F,2008,Shih Tzu,10011,9/14/2017,10/13/2018
104677,BOSCO,M,2005,American Staffordshire Terrier,11385,11/24/2015,9/27/2017
156166,HATCHIE,M,2012,German Shepherd Dog,10029,4/25/2017,4/25/2018
267822,KOLE,M,2016,American Pit Bull Terrier/Pit Bull,10029,4/10/2018,4/10/2020
101960,CHUCHO,M,2011,Bichon Frise,10025,5/8/2015,5/8/2017
102942,LACKY,M,2008,Unknown,10469,7/13/2015,7/11/2017
212654,KOBE,M,2014,Puggle,10305,8/8/2016,7/21/2018
223949,ZEENA,F,2014,German Shepherd Dog,11434,4/19/2017,4/19/2018
145988,RILEY,M,2007,"Schnauzer, Miniature",10025,2/27/2017,9/18/2017
17312,ACE,M,2015,Poodle,11419,7/14/2015,7/14/2016
226814,LUCA,M,2007,German Shepherd Dog,11204,5/19/2017,6/15/2018
120273,BRAVO,M,2015,Siberian Husky Crossbreed,10009,7/2/2016,7/2/2017
44147,SÖDER,F,2012,Chihuahua,11238,3/20/2016,4/28/2017
183444,SPICY,F,2012,Jack Russell Terrier,10029,8/31/2017,10/2/2018
114861,OREO,F,2014,Golden Retriever,10025,5/1/2016,6/21/2017
296222,ATHENA,F,2016,American Pit Bull Terrier/Pit Bull,10473,10/1/2018,10/1/2019
270762,JAZZY,F,2015,Border Collie,11415,4/27/2018,5/22/2019
50298,HAPPY,M,2008,Bichon Frise,11379,4/20/2016,5/13/2017
127696,SPANKY,M,2007,Yorkshire Terrier,11231,9/14/2016,9/14/2017
159183,LUCILLE,F,2012,Unknown,11234,5/10/2017,6/12/2018
285650,SHEA,F,2017,Unknown,11697,7/25/2018,7/25/2019
163352,COSMO,M,2011,Unknown,11358,5/31/2017,5/3/2018
280189,MILTON,M,2015,Jack Russell Terrier,11216,6/20/2018,7/29/2018
219382,THOMAS,M,2010,Boxer,10024,2/27/2017,2/27/2018
2105,UNKNOWN,M,2014,Labrador Retriever Crossbreed,11206,1/14/2015,1/14/2016
50004,AMY,F,2013,Chihuahua,11230,4/19/2016,3/25/2017
230840,LEON,M,2015,Golden Retriever,11434,6/28/2017,6/28/2018
183463,PATSY,F,2006,Unknown,11423,8/31/2017,9/14/2018
250537,MONEY,M,2017,Weimaraner,11366,1/2/2018,1/2/2019
150201,ALKI,M,2015,Australian Shepherd,10024,3/21/2017,3/21/2018
176972,BENJI,M,2016,Shih Tzu,10314,8/1/2017,8/1/2019
44875,COCO,F,2012,Beagle,10163,3/23/2016,4/17/2017
253546,BAXTER,M,2012,Havanese,10075,1/23/2018,3/8/2019
158029,ELKY,F,2006,Jack Russell Terrier,10021,5/4/2017,4/11/2018
249089,RUSSELL,M,2017,Labrador Retriever Crossbreed,10032,12/19/2017,12/19/2018
153393,HARLEY,M,2012,German Shepherd Dog,10024,4/7/2017,4/7/2018
166659,JOSH,M,2006,Maltese,11354,6/15/2017,8/1/2018
65854,BOWSER,M,2014,Unknown,10016,7/1/2016,6/25/2017
87608,LEILA,F,2016,French Bulldog,11208,10/15/2016,10/15/2017
177766,DOMINO-BLEU,M,2011,Unknown,10312,8/4/2017,8/27/2018
181215,GOLDIE,F,2011,Shih Tzu,11231,8/20/2017,10/10/2018
304676,HANA,F,2010,Unknown,10461,11/28/2018,12/4/2019
304206,BOO,M,2008,Papillon,10019,11/25/2018,10/23/2019
298320,LOKI,M,2016,Cocker Spaniel,11235,10/15/2018,10/14/2019
157799,BENTLEY,M,2013,Maltese,11436,5/3/2017,5/31/2018
266787,MEIJI,M,2008,Shih Tzu Crossbreed,10034,4/5/2018,4/28/2019
21095,MISSY,F,2014,Yorkshire Terrier,10025,8/25/2015,8/25/2016
195759,SNOOKIE,F,2009,Unknown,11693,10/24/2017,12/10/2018
143711,ABBY,F,2015,Cavalier King Charles Spaniel,10001,2/13/2017,2/13/2018
243077,LUCY,F,2014,German Shepherd Crossbreed,11231,10/19/2017,9/30/2018
54729,LUCAS,M,2007,Unknown,10461,5/11/2016,5/25/2017
131452,CALI,F,2016,American Pit Bull Mix / Pit Bull Mix,10040,10/23/2016,10/23/2017
64899,WILDER,M,2011,"Bull Dog, English",11216,6/28/2016,8/19/2017
176803,CHICKA,F,2006,Miniature Pinscher,11369,8/1/2017,9/7/2018
87327,LULU,F,2016,Labradoodle,11201,10/14/2016,10/14/2017
264004,SKYE,F,2016,Pug Crossbreed,10452,3/19/2018,3/19/2019
150030,KALMAN,M,2011,Chihuahua,10033,3/20/2017,11/25/2017
304213,LAYLA,F,2017,Shiba Inu,11421,11/25/2018,11/25/2019
157625,SHIBA,F,2016,Shiba Inu,11221,5/2/2017,5/2/2018
142220,LULU,F,2008,Unknown,10014,2/2/2017,1/29/2018
268938,PIGGY,F,2013,Chihuahua,10036,4/17/2018,6/10/2019
273225,HARLEY,M,2012,Unknown,10314,5/10/2018,5/10/2019
75954,TEVA,F,2006,Chihuahua,10029,8/16/2016,9/30/2017
168101,SHAMROCK,F,2009,Unknown,10310,6/22/2017,6/23/2018
138630,BELLA,F,2012,Unknown,11211,1/7/2017,1/22/2018
241153,COCO,F,2015,Shih Tzu,11231,9/28/2017,11/13/2019
181230,CHUNK,M,2011,Boston Terrier,11412,8/20/2017,8/24/2018
188460,APRIL,F,2013,Cocker Spaniel,11223,9/18/2017,10/28/2018
92627,APOLLO,M,2012,"Poodle, Miniature",10128,11/14/2016,11/24/2017
148637,MUFFIN,F,2015,"Bull Dog, English",11109,3/11/2017,4/4/2018
206036,DUKE,M,2016,Labrador Retriever,10065,12/28/2017,2/8/2019
238047,ROCKY,M,2016,German Shepherd Dog,11434,8/31/2017,8/31/2018
237269,PAUL,M,2015,Rat Terrier,11413,8/23/2017,8/23/2018
303799,BAILEYM,M,2011,Yorkshire Terrier,11233,11/21/2018,11/22/2019
262948,KAYLA,F,2013,American Pit Bull Terrier/Pit Bull,10461,3/14/2018,6/13/2019
99850,MOLLY,F,2011,Unknown,11385,12/30/2016,1/23/2018
261662,AMOS,M,2017,Boxer Crossbreed,10028,3/8/2018,3/8/2019
139969,GIZMO,M,2013,Pug,11372,1/17/2017,6/16/2017
155172,BLUE,F,2012,American Pit Bull Mix / Pit Bull Mix,11216,4/19/2017,4/29/2017
98533,SANDY,M,2016,Beagle Crossbreed,11215,12/21/2016,12/21/2017
218815,NONE,M,2016,Pomeranian,11226,2/21/2017,2/21/2018
160537,AARON,M,2009,Labrador Retriever,10033,5/17/2017,7/23/2018
156735,CLIFFORD,M,2010,German Shepherd Crossbreed,11209,4/27/2017,4/29/2018
273423,MOOKIE,M,2007,Labrador Retriever Crossbreed,10472,5/11/2018,1/18/2019
276577,OLLIE,M,2008,Golden Retriever,10075,5/31/2018,5/31/2019
42586,OPTIMUS,M,2012,Collie Crossbreed,11215,3/12/2016,10/23/2016
194631,LOUIE,M,2013,Chihuahua Crossbreed,10012,10/19/2017,10/19/2018
157807,BAXTER,M,2013,Shih Tzu,10007,5/3/2017,5/6/2018
33576,OSCAR,M,2011,Unknown,10305,1/16/2016,7/17/2017
299552,RILEY,M,2010,Beagle Crossbreed,10009,10/23/2018,11/27/2020
61008,CHANSEY,F,2013,American Pit Bull Mix / Pit Bull Mix,11210,6/10/2016,6/10/2021
18937,PENNY,F,2014,Unknown,10025,8/1/2015,8/1/2020
41427,LOUIE,M,2015,Catahoula Leopard Dog,11378,3/5/2016,3/5/2017
292013,MEEKO,M,2014,"Poodle, Toy",10462,9/4/2018,10/30/2019
235034,MOTI,F,2007,Chihuahua,11217,8/5/2017,8/11/2020
113211,JOSIE,F,2010,Yorkshire Terrier,10009,4/14/2016,4/14/2019
306918,CLYDE,M,2011,Labradoodle,11234,12/13/2018,12/23/2019
